participant_id,trial_number,category,image_id,image_name,image_path,rotation_degrees,response,timestamp
testingagain,1,shading,8,0060_rot180.png,/Users/ashtonglover/Desktop/cpsy-stimuli-renderer/trial-runner/stimuli/shading/0060_rot180.png,180,top,2026-04-09T13:27:24
testingagain,2,shading,10,0066_rot180.png,/Users/ashtonglover/Desktop/cpsy-stimuli-renderer/trial-runner/stimuli/shading/0066_rot180.png,180,bottom,2026-04-09T13:27:25
testingagain,3,shadow,19,54.png,/Users/ashtonglover/Desktop/cpsy-stimuli-renderer/trial-runner/stimuli/shadow/54.png,0,top,2026-04-09T13:27:26
testingagain,4,shadow,19,54.png,/Users/ashtonglover/Desktop/cpsy-stimuli-renderer/trial-runner/stimuli/shadow/54.png,0,top,2026-04-09T13:27:27
testingagain,5,shading,6,0054_rot180.png,/Users/ashtonglover/Desktop/cpsy-stimuli-renderer/trial-runner/stimuli/shading/0054_rot180.png,180,bottom,2026-04-09T13:27:28
testingagain,6,shading,14,0078_rot180.png,/Users/ashtonglover/Desktop/cpsy-stimuli-renderer/trial-runner/stimuli/shading/0078_rot180.png,180,bottom,2026-04-09T13:27:29
