frame,dist_shading,dist_shadow
42,0.16000000000000003,0.0006250000000000011
48,0.10562500000000004,0.0006250000000000011
54,0.0,0.005624999999999994
60,0.005624999999999994,0.0006250000000000011
66,0.010000000000000018,0.0
72,0.07562500000000001,0.005624999999999994
78,0.04000000000000003,0.0006250000000000011
