frame,dist_shading,dist_shadow
42,0.0006250000000000011,0.0006250000000000011
48,0.0024999999999999935,0.0006250000000000011
54,0.0006250000000000011,0.0
60,0.022500000000000006,0.0
66,0.015625,0.0006250000000000011
72,0.25,0.0
78,0.390625,0.005624999999999994
