frame,dist_shading,dist_shadow
42,0.030624999999999975,0.0025000000000000044
48,0.022500000000000006,0.030625000000000017
54,0.03999999999999998,0.030624999999999975
60,0.0625,0.07562499999999996
66,0.00562500000000001,0.015625
72,0.24999999999999994,0.0024999999999999935
78,0.525625,0.0
