frame,dist_shading,dist_shadow
42,0.0006250000000000011,0.0
48,0.04000000000000003,0.010000000000000018
54,0.33062499999999995,0.12250000000000003
60,0.009999999999999995,0.0
66,0.0025000000000000044,0.022500000000000006
72,0.275625,0.005624999999999994
78,0.42250000000000004,0.030624999999999975
