frame,dist_shading,dist_shadow
42,8.43613777794816e-07,0.0008910670527957214
48,0.000222766763198932,2.1090344444860203e-07
54,0.01441773945012012,0.007876687924467647
60,0.013281053887345858,0.016475829806192915
66,0.17219098528621335,0.05062861626515589
72,0.7358489369431497,0.004195430821960724
78,0.9344444444444444,0.0002684413801908787
