frame,dist_shading,dist_shadow
42,0.03999999999999998,0.0006249999999999956
48,0.015625,0.0006250000000000011
54,0.015625,0.022500000000000006
60,0.030625000000000017,0.00562500000000001
66,0.0625,0.09000000000000002
72,0.36,0.0006250000000000011
78,0.2756249999999999,0.0
