frame,dist_shading,dist_shadow
42,0.0006250000000000011,0.015625
48,0.010000000000000018,0.0025000000000000044
54,0.022500000000000006,0.05062500000000004
60,0.07562500000000001,0.009999999999999995
66,0.0625,0.16000000000000003
72,0.25,0.140625
78,0.6400000000000001,0.07562500000000001
