frame,dist_shading,dist_shadow
42,0.04000000000000003,0.0006249999999999956
48,0.009999999999999995,0.03999999999999998
54,0.030624999999999975,0.010000000000000018
60,0.00562500000000001,0.00562500000000001
66,0.0025000000000000044,0.015625
72,0.07562500000000001,0.0006250000000000011
78,0.07562500000000001,0.015625
